,item,type,tax_year,total,< $5k,$5k - 10k,$10k - 15k,$15k - 20k,$20k - 25k,$25k - 30k,$30k - 35k,$35k - 40k,$40k - 45k,$45k - 50k,$50k - 55k,$55k - 60k,$60k - 70k,$70k - 80k,$80k - 90k,$90k - 100k,$100k - 150k,$150k - 250k,> $250k
118,Old Age Security pension (OASP),#,2011,5057880.0,89500.0,165780.0,558900.0,1095800.0,648580.0,420440.0,378050.0,313300.0,281770.0,198070.0,153300.0,123850.0,197720.0,116370.0,73260.0,47590.0,104640.0,52980.0,37980.0
119,CPP or QPP benefits,#,2011,6312040.0,133160.0,298780.0,654990.0,1152910.0,751250.0,522090.0,479760.0,412350.0,380180.0,277250.0,218670.0,176890.0,272950.0,164450.0,104340.0,67130.0,139930.0,63310.0,41660.0
120,Other pensions or superannuation,#,2011,3881670.0,19000.0,40190.0,118700.0,383520.0,503360.0,389840.0,380880.0,340730.0,326740.0,243870.0,195140.0,159160.0,246180.0,151170.0,97760.0,63560.0,134300.0,56620.0,30960.0
121,Elected split-pension amount,#,2011,1111300.0,11110.0,27580.0,80340.0,147930.0,138230.0,98400.0,117300.0,98940.0,118600.0,51720.0,32290.0,27510.0,56080.0,33150.0,22980.0,13700.0,23190.0,8190.0,4050.0
122,Universal Child Care Benefit (UCCB),#,2011,1680310.0,387030.0,158140.0,173830.0,142200.0,121400.0,109470.0,100360.0,90270.0,76500.0,62450.0,50890.0,41020.0,59070.0,38810.0,24850.0,15970.0,20680.0,5880.0,1500.0
123,Employment Insurance and other benefits,#,2011,2629270.0,40050.0,106780.0,218440.0,293200.0,311200.0,300730.0,273130.0,232990.0,190680.0,147000.0,112720.0,87460.0,121580.0,75340.0,43970.0,26150.0,39780.0,6750.0,1330.0
124,Taxable amount of dividends from taxable Canadian corporations,#,2011,4051670.0,94070.0,80460.0,140100.0,209180.0,230270.0,212120.0,229900.0,238980.0,255400.0,221940.0,204330.0,183140.0,329720.0,265270.0,212070.0,166830.0,412530.0,217750.0,147610.0
125,Interest and other investment income,#,2011,6599190.0,303370.0,237110.0,376560.0,577610.0,522330.0,424750.0,421800.0,403770.0,400840.0,332190.0,290790.0,254420.0,433920.0,340680.0,261380.0,200740.0,448140.0,217550.0,151260.0
126,Net partnership income (Limited or non-active partners only),#,2011,111940.0,11500.0,1120.0,1220.0,1570.0,1830.0,1920.0,2240.0,2490.0,2970.0,3070.0,3030.0,2970.0,6140.0,5750.0,5410.0,4940.0,16880.0,15120.0,21780.0
127,Registered disability savings plan income (RDSP),#,2011,240.0,20.0,40.0,80.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Net rental income,#,2011,1413750.0,56870.0,52110.0,73420.0,89480.0,90700.0,83490.0,84270.0,83980.0,83760.0,74210.0,67370.0,60540.0,105370.0,85170.0,67570.0,52130.0,116370.0,53410.0,33530.0
129,Taxable capital gains,#,2011,2062080.0,59870.0,51500.0,74800.0,105170.0,117250.0,106480.0,112990.0,115670.0,122830.0,106870.0,97170.0,88880.0,160460.0,130570.0,104780.0,83770.0,211370.0,119230.0,92430.0
130,Support payments received,#,2011,88500.0,3420.0,5750.0,8520.0,10000.0,9420.0,7480.0,6890.0,5960.0,5300.0,4340.0,3660.0,2930.0,4500.0,3010.0,1960.0,1520.0,2710.0,820.0,290.0
131,Registered retirement savings plan income (RRSP),#,2011,2316590.0,72050.0,67150.0,103570.0,133060.0,152790.0,151740.0,165380.0,172400.0,173560.0,151560.0,135370.0,118770.0,195460.0,145780.0,105910.0,75590.0,138420.0,43140.0,14900.0
132,Other income,#,2011,3965630.0,194800.0,232740.0,265720.0,269900.0,261550.0,234290.0,239260.0,238090.0,238320.0,200600.0,174320.0,153440.0,262580.0,208790.0,160680.0,122690.0,277640.0,136850.0,93360.0
133,Net business income,#,2011,2018610.0,171070.0,221190.0,265620.0,212750.0,168330.0,135470.0,114800.0,100210.0,90090.0,74640.0,62830.0,53600.0,86650.0,64390.0,47980.0,34570.0,71370.0,28170.0,14900.0
134,Net professional income,#,2011,335580.0,15140.0,18520.0,22950.0,20000.0,17050.0,14670.0,13520.0,12940.0,12360.0,11310.0,10570.0,9920.0,18370.0,16090.0,13620.0,11490.0,35920.0,31110.0,30050.0
135,Net commission income,#,2011,216770.0,16460.0,17720.0,21780.0,19060.0,16780.0,14250.0,13000.0,11810.0,10810.0,9210.0,8010.0,6890.0,11130.0,8590.0,6650.0,4850.0,11620.0,5780.0,2390.0
136,Net farming income,#,2011,353350.0,22220.0,20660.0,32930.0,30170.0,25810.0,22180.0,21470.0,19860.0,21140.0,16050.0,14090.0,12040.0,21080.0,15470.0,12060.0,8820.0,20940.0,9950.0,6400.0
137,Net fishing income,#,2011,29610.0,890.0,1100.0,2080.0,2760.0,3280.0,3160.0,2750.0,2310.0,2190.0,1620.0,1350.0,1120.0,1600.0,1010.0,680.0,410.0,920.0,290.0,100.0
138,Workers' compensation benefits,#,2011,625160.0,8300.0,17650.0,35610.0,57020.0,70720.0,67880.0,64710.0,58130.0,48760.0,40640.0,32160.0,25800.0,35350.0,22030.0,14570.0,9280.0,13250.0,2620.0,680.0
139,Social assistance payments,#,2011,1576530.0,108990.0,418530.0,541180.0,276330.0,125710.0,47040.0,22580.0,12430.0,7440.0,4750.0,3000.0,2020.0,2550.0,1290.0,820.0,510.0,850.0,340.0,190.0
140,Net federal supplements,#,2011,1919290.0,30010.0,107230.0,445510.0,873460.0,317530.0,70860.0,31010.0,16770.0,9070.0,4800.0,2850.0,1980.0,2790.0,1420.0,900.0,610.0,1320.0,750.0,430.0
141,Total income assessed,#,2011,26094480.0,2489730.0,1971390.0,2492740.0,2527720.0,1958400.0,1634730.0,1576110.0,1492750.0,1384700.0,1160440.0,1000620.0,855870.0,1394010.0,1064790.0,780730.0,574460.0,1107970.0,414890.0,212450.0
142,Registered pension plan contributions (RPP),#,2011,4743860.0,19950.0,35670.0,56850.0,84950.0,124300.0,172940.0,245390.0,328020.0,351910.0,353490.0,342330.0,322020.0,559900.0,490430.0,374200.0,290490.0,442800.0,113070.0,35140.0
143,RRSP deduction,#,2011,6130560.0,25550.0,31210.0,73060.0,132640.0,197940.0,259780.0,332990.0,396990.0,426770.0,422750.0,400360.0,366870.0,638200.0,545690.0,428820.0,335930.0,702930.0,275290.0,136770.0
144,Deduction for elected split-pension amount,#,2011,1111270.0,420.0,1550.0,4160.0,14330.0,60150.0,84360.0,98040.0,109200.0,110350.0,103160.0,87860.0,71840.0,105010.0,71960.0,47190.0,32810.0,68730.0,27400.0,12770.0
145,"Annual union, professional, or like dues",#,2011,5692050.0,122000.0,180190.0,214440.0,225620.0,256680.0,292980.0,343160.0,398000.0,399940.0,380340.0,356270.0,328050.0,562880.0,486080.0,360290.0,270310.0,393590.0,92500.0,28740.0
146,Universal Child Care Benefit repayment,#,2011,12740.0,3500.0,2050.0,2350.0,1330.0,810.0,510.0,410.0,360.0,260.0,220.0,170.0,130.0,210.0,140.0,100.0,70.0,100.0,30.0,0.0
147,Child care expenses,#,2011,1262030.0,36400.0,52500.0,71030.0,86720.0,97790.0,104700.0,108690.0,107260.0,94540.0,81390.0,68810.0,58190.0,89430.0,65450.0,43640.0,30510.0,45440.0,14430.0,5150.0
148,Disability supports deductions,#,2011,1300.0,20.0,50.0,90.0,110.0,140.0,110.0,120.0,90.0,70.0,60.0,60.0,40.0,70.0,70.0,30.0,40.0,80.0,30.0,30.0
149,Business investment loss,#,2011,10930.0,350.0,220.0,290.0,400.0,490.0,500.0,580.0,630.0,600.0,540.0,540.0,490.0,830.0,800.0,630.0,500.0,1370.0,680.0,500.0
150,Moving expenses,#,2011,105380.0,3100.0,5440.0,7200.0,7780.0,8090.0,8250.0,7430.0,6740.0,6190.0,5610.0,5120.0,4440.0,7360.0,5600.0,4360.0,3200.0,6600.0,2190.0,680.0
151,Support payments made,#,2011,74980.0,510.0,480.0,890.0,1300.0,1780.0,2230.0,2810.0,3190.0,3390.0,3300.0,3450.0,3410.0,6320.0,5990.0,5300.0,4630.0,12670.0,7390.0,5940.0
152,Carrying charges and interest expenses,#,2011,2461290.0,32400.0,32920.0,61200.0,116380.0,142800.0,134400.0,144240.0,148710.0,154120.0,137830.0,125730.0,113380.0,201600.0,164780.0,133370.0,106890.0,262390.0,140890.0,107240.0
153,Deductions for CPP/QPP contributions on self-employment and other earnings,#,2011,1579910.0,30630.0,196060.0,252500.0,192740.0,151090.0,121840.0,100100.0,86730.0,77330.0,62250.0,44860.0,33360.0,48540.0,33110.0,24630.0,18010.0,47350.0,32170.0,26630.0
154,Deductions for provincial parental insurance plan (PPIP) premiums on self-emplo,#,2011,420940.0,15010.0,43550.0,64330.0,52560.0,41010.0,32370.0,25680.0,21410.0,18120.0,14880.0,12530.0,10830.0,15930.0,9100.0,6500.0,4740.0,12770.0,10420.0,9210.0
155,Exploration and development expenses,#,2011,86470.0,5920.0,460.0,460.0,620.0,870.0,1050.0,1240.0,1470.0,1840.0,2010.0,2110.0,2110.0,4410.0,4430.0,4250.0,3890.0,14290.0,13880.0,21180.0
156,Other employment expenses,#,2011,835940.0,3570.0,5670.0,11000.0,19080.0,27530.0,35010.0,40830.0,45480.0,49270.0,50860.0,50840.0,48330.0,85300.0,70130.0,57280.0,47330.0,113920.0,49990.0,24540.0
157,Clergy residence deduction,#,2011,28140.0,60.0,190.0,320.0,570.0,960.0,1510.0,2140.0,2310.0,2480.0,2550.0,2440.0,2430.0,3930.0,2490.0,1470.0,820.0,1210.0,220.0,50.0
158,Other deductions,#,2011,795290.0,30630.0,33180.0,52630.0,71400.0,76880.0,72140.0,68310.0,61320.0,52340.0,42080.0,33640.0,27730.0,41700.0,29150.0,20780.0,15120.0,33730.0,17470.0,15070.0
159,Total deductions before adjustments,#,2011,14189640.0,281640.0,487510.0,649190.0,724290.0,821560.0,863640.0,944960.0,1008770.0,995870.0,907020.0,812940.0,717600.0,1192320.0,950790.0,709070.0,530730.0,1017210.0,380620.0,193900.0
160,Social benefits repayment,#,2011,499600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17970.0,72480.0,99500.0,72380.0,50180.0,110340.0,46850.0,29900.0
161,Net income after adjustments,#,2011,25985360.0,2388070.0,1968950.0,2491400.0,2526990.0,1957850.0,1634350.0,1575780.0,1492490.0,1384500.0,1160290.0,1000500.0,855750.0,1393840.0,1064650.0,780630.0,574380.0,1107780.0,414780.0,212370.0
162,Canadian Forces personnel and police deduction,#,2011,9250.0,10.0,20.0,40.0,30.0,30.0,30.0,40.0,50.0,120.0,390.0,510.0,1050.0,2490.0,1580.0,930.0,580.0,1170.0,150.0,40.0
163,Employee home relocation loan deduction,#,2011,1520.0,0.0,10.0,0.0,10.0,10.0,10.0,20.0,20.0,20.0,10.0,20.0,30.0,40.0,60.0,90.0,100.0,430.0,390.0,240.0
164,Security options deductions,#,2011,51490.0,100.0,150.0,220.0,320.0,400.0,440.0,470.0,650.0,680.0,740.0,850.0,940.0,2010.0,2010.0,2060.0,2070.0,10150.0,11870.0,15370.0
165,Other payments deductions,#,2011,3823400.0,145460.0,536460.0,966460.0,1063800.0,454350.0,170630.0,112600.0,84450.0,63580.0,49170.0,37410.0,29420.0,40090.0,24470.0,16060.0,10240.0,14820.0,3060.0,900.0
166,Limited partnership losses of other years,#,2011,2000.0,10.0,0.0,0.0,10.0,20.0,30.0,30.0,30.0,50.0,40.0,60.0,60.0,130.0,120.0,110.0,120.0,390.0,310.0,490.0
167,Non-capital losses of other years,#,2011,33510.0,1680.0,750.0,3450.0,4580.0,4260.0,3510.0,2800.0,2200.0,1790.0,1400.0,1070.0,850.0,1370.0,890.0,570.0,410.0,1000.0,530.0,400.0
168,Net capital losses of other years,#,2011,555880.0,3570.0,3710.0,8460.0,15400.0,24460.0,25780.0,29690.0,31230.0,34770.0,30960.0,28450.0,26260.0,48720.0,40030.0,32860.0,26160.0,70490.0,41700.0,33190.0
169,Capital gains deduction,#,2011,60850.0,440.0,360.0,740.0,1220.0,1590.0,1730.0,2030.0,2160.0,2270.0,2230.0,2280.0,2140.0,4680.0,3740.0,3140.0,2610.0,8730.0,7980.0,10780.0
170,Northern residents deductions,#,2011,253550.0,2330.0,3190.0,6960.0,11540.0,13120.0,13210.0,13360.0,12560.0,12430.0,11750.0,11050.0,10380.0,19960.0,18280.0,16820.0,14650.0,38990.0,18970.0,4000.0
171,Additional deductions,#,2011,207980.0,8910.0,10820.0,19610.0,33060.0,30560.0,19160.0,16080.0,13060.0,10730.0,7810.0,5760.0,4670.0,7480.0,4890.0,3350.0,2330.0,5320.0,2780.0,1600.0
172,Farming/fishing losses of prior years,#,2011,14080.0,240.0,180.0,870.0,1140.0,1250.0,1090.0,1010.0,910.0,810.0,650.0,610.0,510.0,950.0,720.0,570.0,480.0,1070.0,610.0,400.0
173,Total deductions from net income,#,2011,4871710.0,161600.0,552370.0,994940.0,1100860.0,506900.0,226040.0,171320.0,141810.0,122560.0,101270.0,84810.0,73540.0,122770.0,93140.0,73660.0,57410.0,145320.0,81730.0,59680.0
174,Taxable income assessed,#,2011,25304630.0,2310890.0,1715480.0,2224180.0,2485140.0,1937790.0,1626920.0,1571340.0,1489430.0,1382670.0,1158940.0,1000030.0,855410.0,1393390.0,1064340.0,780430.0,574220.0,1107330.0,414470.0,212250.0
175,Basic personal amount,#,2011,26277110.0,2696070.0,1967470.0,2489650.0,2525500.0,1956660.0,1633330.0,1574980.0,1491750.0,1383910.0,1159700.0,999980.0,855330.0,1393190.0,1064070.0,780130.0,574040.0,1106450.0,413680.0,211250.0
176,Age amount,#,2011,4837090.0,107360.0,170800.0,561290.0,1096860.0,649450.0,421180.0,378760.0,313960.0,282380.0,198580.0,153710.0,124170.0,198220.0,111040.0,37210.0,16260.0,13680.0,1490.0,720.0
177,Spouse or common-law partner amount,#,2011,2088680.0,127220.0,111110.0,164520.0,206160.0,188930.0,145060.0,126250.0,111780.0,97330.0,84700.0,75620.0,67210.0,115830.0,96810.0,77560.0,61230.0,139940.0,59670.0,31760.0
178,Amount for eligible dependant,#,2011,963540.0,72760.0,82950.0,115140.0,96760.0,80260.0,69610.0,65360.0,60820.0,51050.0,42750.0,35610.0,29120.0,45630.0,34820.0,24750.0,17480.0,27350.0,8070.0,3260.0
179,Amount for children 17 and under,#,2011,3762940.0,189210.0,155160.0,216880.0,214010.0,207940.0,203000.0,210690.0,215310.0,205690.0,191390.0,177780.0,162610.0,287230.0,249660.0,201080.0,159600.0,321550.0,127300.0,66870.0
180,Amount for infirm dependants age 18 or older,#,2011,12970.0,250.0,290.0,450.0,700.0,960.0,920.0,960.0,970.0,850.0,820.0,760.0,610.0,1020.0,820.0,640.0,450.0,940.0,390.0,200.0
181,CPP or QPP contributions through employment,#,2011,14875540.0,270910.0,793320.0,980470.0,1003900.0,1024280.0,1003860.0,1022080.0,1024200.0,957630.0,852290.0,756200.0,661850.0,1093660.0,880480.0,661070.0,496300.0,928740.0,320170.0,144130.0
182,CPP or QPP contributions on self-employment and other earnings,#,2011,1579910.0,30630.0,196060.0,252500.0,192740.0,151090.0,121840.0,100100.0,86730.0,77330.0,62250.0,44860.0,33360.0,48540.0,33110.0,24630.0,18010.0,47350.0,32170.0,26630.0
183,Employment Insurance premiums,#,2011,14894710.0,515800.0,895540.0,985990.0,992610.0,1010170.0,993600.0,1009400.0,1011430.0,946490.0,841050.0,744820.0,655040.0,1074350.0,859850.0,639440.0,478010.0,861970.0,273140.0,106030.0
184,Employment Insurance premiums on self-employment and other eligible earnings,#,2011,4650.0,150.0,440.0,640.0,640.0,540.0,450.0,360.0,270.0,230.0,200.0,140.0,120.0,180.0,100.0,70.0,30.0,70.0,20.0,0.0
185,PPIP premiums paid,#,2011,3707430.0,123230.0,218610.0,252260.0,264540.0,276850.0,282840.0,300060.0,298600.0,257140.0,220260.0,190000.0,161040.0,253060.0,194670.0,117130.0,79620.0,148150.0,46830.0,22550.0
186,PPIP premiums payable on employment income,#,2011,110410.0,2570.0,5430.0,6570.0,6210.0,5760.0,5510.0,5460.0,5580.0,5840.0,6050.0,6170.0,6170.0,10500.0,8150.0,6430.0,4990.0,9630.0,2660.0,740.0
187,PPIP premiums payable on self-employment income,#,2011,426730.0,15190.0,43930.0,64880.0,53170.0,41560.0,32910.0,26150.0,21840.0,18520.0,15210.0,12860.0,11120.0,16290.0,9200.0,6550.0,4770.0,12840.0,10490.0,9250.0
188,Volunteer firefighters' amount,#,2011,39020.0,810.0,770.0,1080.0,1580.0,1890.0,2310.0,2750.0,2990.0,3050.0,2950.0,2680.0,2370.0,4020.0,3030.0,2110.0,1610.0,2540.0,410.0,60.0
189,Canada employment amount,#,2011,17304960.0,867210.0,1055340.0,1151840.0,1132260.0,1155270.0,1132870.0,1159220.0,1158030.0,1086340.0,953890.0,838210.0,729300.0,1197870.0,947640.0,704860.0,525650.0,992670.0,350730.0,165760.0
190,Public transit amount,#,2011,1642250.0,90810.0,106380.0,131840.0,130300.0,124750.0,113230.0,106910.0,102740.0,93510.0,82840.0,73440.0,64310.0,104440.0,82370.0,61160.0,45870.0,88780.0,28030.0,10560.0
191,Children's fitness amount,#,2011,1588470.0,21320.0,19400.0,31380.0,42250.0,52350.0,61730.0,72810.0,83010.0,86000.0,86200.0,84960.0,81430.0,152050.0,143490.0,122310.0,102870.0,210680.0,87210.0,47020.0
192,Children's arts amount,#,2011,480500.0,6060.0,5340.0,8470.0,11550.0,13940.0,16330.0,18880.0,21410.0,22290.0,22580.0,22280.0,22080.0,42800.0,43240.0,39070.0,34960.0,75890.0,34010.0,19330.0
193,Home buyers' amount,#,2011,187140.0,1730.0,1380.0,2750.0,5170.0,8370.0,11500.0,14850.0,17090.0,17210.0,16140.0,15010.0,13280.0,20970.0,14270.0,9250.0,5780.0,9460.0,2370.0,590.0
194,Adoption expenses,#,2011,2450.0,20.0,20.0,30.0,60.0,60.0,80.0,100.0,120.0,140.0,150.0,150.0,120.0,260.0,230.0,180.0,160.0,360.0,140.0,60.0
195,Pension income amount,#,2011,4528700.0,27710.0,62790.0,184350.0,487550.0,589210.0,446560.0,434240.0,385430.0,375100.0,271800.0,214210.0,174380.0,271280.0,170020.0,112070.0,74230.0,151410.0,62500.0,33880.0
196,Caregiver amount,#,2011,205640.0,3970.0,3760.0,6130.0,9930.0,13020.0,14620.0,16000.0,16300.0,15700.0,13920.0,12330.0,10260.0,16770.0,13040.0,10250.0,7740.0,15110.0,4800.0,2000.0
197,Disability amount,#,2011,649680.0,30690.0,49680.0,100380.0,87560.0,78880.0,61090.0,51280.0,40880.0,33220.0,24020.0,18020.0,14020.0,20060.0,11960.0,7390.0,4860.0,9380.0,3830.0,2480.0
198,Disability amount transferred from a dependant,#,2011,218090.0,6020.0,4860.0,7370.0,9700.0,11620.0,12860.0,14530.0,15270.0,15160.0,13760.0,12430.0,11160.0,18550.0,15260.0,12190.0,9460.0,18190.0,6600.0,3110.0
199,Interest paid on student loans,#,2011,628760.0,4640.0,4810.0,15310.0,33150.0,46130.0,55360.0,60730.0,61550.0,56260.0,48920.0,43070.0,36550.0,57800.0,39620.0,24160.0,14030.0,19990.0,5150.0,1530.0
200,"Tuition, education, and textbook amounts",#,2011,1704650.0,650.0,1180.0,206930.0,290990.0,217660.0,173100.0,141690.0,116340.0,96040.0,78440.0,65530.0,54210.0,83280.0,57710.0,39630.0,26770.0,40610.0,10400.0,3490.0
201,"Tuition, education, and textbook amounts transferred from a child",#,2011,716370.0,680.0,670.0,3170.0,10100.0,17830.0,24490.0,31310.0,37480.0,39730.0,39740.0,38870.0,37110.0,68060.0,67320.0,58290.0,50030.0,112880.0,49500.0,29140.0
202,Amounts transferred from spouse or common-law partner,#,2011,1176790.0,156370.0,75130.0,158650.0,155500.0,132910.0,100560.0,81030.0,62380.0,43830.0,32040.0,25720.0,21210.0,33160.0,25070.0,18480.0,13600.0,27310.0,9570.0,4270.0
203,Medical expenses,#,2011,4339800.0,99700.0,123940.0,247860.0,490180.0,567320.0,489610.0,453460.0,389670.0,327810.0,230150.0,174570.0,133330.0,188140.0,115480.0,70670.0,48710.0,105800.0,49390.0,34040.0
204,Total tax credits on personal amounts,#,2011,26286000.0,2697360.0,1968660.0,2490500.0,2526160.0,1957240.0,1633820.0,1575340.0,1492080.0,1384160.0,1159930.0,1000170.0,855490.0,1393460.0,1064290.0,780310.0,574180.0,1106960.0,414120.0,211780.0
205,Allowable charitable donations and government gifts,#,2011,5895670.0,12240.0,19940.0,70160.0,186680.0,310130.0,342780.0,393550.0,414320.0,418430.0,382110.0,352000.0,318140.0,551920.0,459230.0,364080.0,288650.0,602750.0,256740.0,151790.0
206,Eligible cultural and ecological gifts,#,2011,6400.0,80.0,80.0,180.0,440.0,430.0,430.0,450.0,440.0,450.0,430.0,390.0,330.0,510.0,440.0,340.0,230.0,440.0,190.0,140.0
207,Total tax credit on donations and gifts,#,2011,5850550.0,10860.0,18770.0,68030.0,182930.0,305750.0,338530.0,389280.0,410340.0,414850.0,379140.0,349580.0,316120.0,548810.0,457190.0,362820.0,287830.0,601490.0,256520.0,151730.0
208,Total federal non-refundable tax credits,#,2011,26287010.0,2697450.0,1968810.0,2490690.0,2526300.0,1957330.0,1633870.0,1575400.0,1492100.0,1384190.0,1159940.0,1000180.0,855500.0,1393470.0,1064310.0,780320.0,574190.0,1106980.0,414140.0,211850.0
209,Federal dividend tax credit,#,2011,3608470.0,10310.0,8040.0,53340.0,100370.0,170830.0,188680.0,220190.0,235570.0,254710.0,222280.0,205230.0,184240.0,331910.0,267250.0,213410.0,167840.0,413230.0,216290.0,144760.0
210,Overseas employment tax credit,#,2011,8020.0,0.0,0.0,20.0,50.0,60.0,60.0,100.0,110.0,150.0,160.0,180.0,210.0,410.0,420.0,480.0,480.0,2300.0,2050.0,770.0
211,Minimum tax carryover,#,2011,40700.0,0.0,0.0,360.0,870.0,1370.0,1640.0,1740.0,1750.0,1940.0,1600.0,1620.0,1560.0,3360.0,2850.0,2390.0,1920.0,6540.0,5050.0,4140.0
212,Basic federal tax,#,2011,16446030.0,14510.0,20980.0,397310.0,855890.0,1241560.0,1320150.0,1415230.0,1401350.0,1328120.0,1124450.0,975800.0,841390.0,1376540.0,1056610.0,776420.0,572010.0,1103340.0,412930.0,211440.0
213,Federal Foreign Tax Credit,#,2011,1098550.0,140.0,260.0,6400.0,18330.0,36690.0,45960.0,57240.0,63450.0,71310.0,63670.0,58560.0,54620.0,100950.0,84240.0,68800.0,56050.0,147870.0,89950.0,74070.0
214,Federal Political contribution tax credit,#,2011,184390.0,0.0,0.0,590.0,1850.0,5160.0,6980.0,9290.0,10640.0,11870.0,10960.0,10340.0,9760.0,18600.0,14970.0,12050.0,9660.0,24700.0,14140.0,12830.0
215,Investment Tax Credit,#,2011,49970.0,0.0,0.0,420.0,840.0,1110.0,1210.0,1270.0,1320.0,1450.0,1460.0,1420.0,1380.0,2710.0,2650.0,2460.0,2290.0,7990.0,7690.0,12290.0
216,Labour-sponsored funds tax credit,#,2011,320840.0,20.0,30.0,440.0,2510.0,5950.0,10950.0,18780.0,27300.0,26820.0,26890.0,26060.0,23980.0,41350.0,35530.0,22230.0,15530.0,28070.0,6680.0,1720.0
217,Alternative minimum tax payable,#,2011,35960.0,90.0,20.0,30.0,20.0,30.0,30.0,40.0,50.0,50.0,60.0,90.0,150.0,480.0,1800.0,2970.0,3120.0,12070.0,7970.0,6900.0
218,Net federal tax,#,2011,16394850.0,14060.0,20400.0,391610.0,848930.0,1233730.0,1315500.0,1411630.0,1398420.0,1325750.0,1122470.0,974100.0,839920.0,1374240.0,1054880.0,775170.0,571050.0,1100850.0,411480.0,210670.0
219,CPP contributions on self-employment,#,2011,1203100.0,23470.0,158090.0,192470.0,143400.0,112270.0,91000.0,75560.0,66080.0,59870.0,48460.0,35160.0,26010.0,37720.0,25660.0,18980.0,13730.0,35460.0,22080.0,17650.0
220,Employment Insurance premiums payable on self-employment,#,2011,4650.0,150.0,440.0,640.0,640.0,540.0,450.0,360.0,270.0,230.0,200.0,140.0,120.0,180.0,100.0,70.0,30.0,70.0,20.0,0.0
221,Social Benefits repayment,#,2011,499600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17970.0,72480.0,99500.0,72380.0,50180.0,110340.0,46850.0,29900.0
222,Net Provincial Tax,#,2011,12377880.0,7970.0,18970.0,118640.0,455830.0,964760.0,1020370.0,1052280.0,1037740.0,999680.0,852220.0,742370.0,645470.0,1072250.0,829780.0,636940.0,476940.0,921000.0,347850.0,176820.0
223,Yukon first nations tax,#,2011,900.0,0.0,0.0,0.0,40.0,60.0,90.0,80.0,80.0,80.0,70.0,70.0,70.0,100.0,70.0,50.0,20.0,20.0,0.0,0.0
