,item,type,tax_year,< $0,$1 - 10k,$10k - 15k,$15k - 20k,$20k - 25k,$25k - 30k,$30k - 35k,$35k - 40k,$40k - 45k,$45k - 50k,$50k - 60k,$60k - 70k,$70k - 80k,$80k - 90k,$90k - 100k,$100k - 150k,$150k - 250k,> $250k
447,Net federal tax,$,2004,523289.3853107801,54182304.322393164,621145681.6040434,1704256666.2651215,2829599348.6770597,3917124627.769078,4924787441.733609,5549963514.720678,5911027284.384379,5957408678.773156,11328033951.83096,10314700003.918625,8562084547.257932,6138217564.419579,4641704421.642542,11753620602.067642,8339030970.2190275,18753155957.346703
448,Net provincial tax,$,2004,7597736.628259452,174488069.61753315,195478707.03733578,498497517.09655285,874430737.7360827,1275935445.0871425,1615895178.2768877,1966440004.427739,2211568597.341785,2140867830.7977533,4173166698.4052153,3830258589.8074884,3341826420.007173,2436617288.989696,1921349705.5201023,5098892789.543376,3689648487.6182017,8555262885.406533
449,Total tax payable,$,2004,9146342.461538082,303741729.02944326,940434893.4539392,2354723090.808633,3852400936.3710337,5341591571.474162,6689644090.042103,7663767952.5007,8241425096.837019,8193020238.075699,15686197032.20523,14343020672.965876,12123405467.739807,8756008742.261251,6714583613.274758,17236717655.76284,12249661139.657545,27473190030.918022
450,Number of taxable returns,$,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,Number of non-taxable returns,$,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,Total number of returns,$,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,Employment income,$,2005,129138046.44366343,11855249632.908295,14442689702.888626,19902285859.929863,25221971763.873936,31482064366.322723,37702159800.178795,40136412380.61202,40807513912.779236,39771106141.66003,72057145068.66425,62937083667.30507,52824313090.81839,38360606592.90784,26806806344.708786,58586124604.72834,28533307592.14241,51106884332.361145
454,Commissions (from employment),$,2005,256866.7966785231,57560146.5512004,61561251.879643336,94769963.28266266,137341585.13037843,188347000.1357057,234594594.1142668,272326243.842585,299841074.5858971,385776902.7665754,756110557.1760867,786262322.2871029,716004625.1649561,676881035.0924746,564985461.6402677,2012296799.2948353,1900155929.6223767,3673359494.688143
455,Other employment income,$,2005,19809983.90059907,705769293.2576668,525092428.2353933,495934575.6394528,511930897.5497257,576064288.5690824,599597683.9638773,638341759.1295545,520375104.2261215,391196560.7649637,737591849.6047363,662052184.343682,496176400.6867763,400071192.8844424,349835221.211508,1006316173.0056086,782675443.5947453,2992064284.6887827
456,Old Age Security pension,$,2005,19455924.26193408,1606659002.091382,5074931186.669292,5428602053.966338,2787547403.9964,2150771143.8574133,1617493689.857588,1280997029.15108,999099604.4881133,768110401.9884874,1056976784.8334124,695760744.6483461,405618127.22352725,252106661.53647155,157746296.65932328,340741905.1975597,167008543.08910516,116131561.48211715
457,CPP or QPP benefits,$,2005,34696687.53152645,2040885379.5305693,4306965416.886143,6705515826.696344,4220937024.0940485,3549125058.5342255,2832338262.4028068,2362937332.6256595,1868893389.1743722,1491653257.6956081,2074855434.8624825,1287117864.0809422,788203865.011547,489393728.7852921,305425034.76954824,639322944.0105609,315913762.3005879,221239834.802269
458,Other pensions or superannuation,$,2005,5317836.925831045,209182137.1077335,526028487.8683344,1811479031.8861516,2961409199.503194,3867005818.8273964,4657748268.307018,5165497559.536041,5231050660.282986,4606460531.236874,7425687016.432649,5375491951.108947,3372578889.2963767,2111413828.1411068,1403559517.0113018,3186954445.793935,1565382127.7458432,1130466143.9516094
459,Employment Insurance benefits,$,2005,11077669.871171981,894199601.5436467,1780690885.0716524,2209645707.890716,2188154519.2352796,2085665824.4181917,1499694808.3123457,1114608668.9584599,753075594.9792949,517573867.67315435,668433357.2431507,346038915.0858223,159424030.24123254,81777363.01282872,38863252.10287493,56717808.58731767,6980528.758385269,3493157.0232993746
460,Taxable amount of dividends,$,2005,7242023.785634576,127381632.94205083,149672348.42859024,256550919.94206706,365802616.6807135,493378635.30673724,641368621.9228474,889937001.1879544,875973629.5558985,785180473.3911822,1492602044.962619,1473699194.2538936,1234271570.3660855,1067823043.1760452,971319807.5446239,3459278375.5212345,3213387427.641326,10274175489.412207
461,interest &amp; other invest. income,$,2005,31071625.936959725,763465972.6107054,827549610.1514261,1212827821.0739996,1134366585.2651377,1142640704.4680572,1027268172.7995486,959549060.1454769,841511824.7258394,759037913.0121076,1259491955.8039312,1046153667.6436335,805013598.4446352,646663317.6958245,464467235.98869103,1402847926.5610437,1127308533.6446917,3135332319.0650506
462,Annuity income,$,2005,3319598.376894967,110633223.5640255,310987010.8579881,767921801.5927279,1020659059.5444688,1201403033.9100187,1136333583.257721,1034837643.8980662,1021790661.9190255,832402309.9048934,1429056439.2257519,1144891181.583101,790288882.8836852,598516992.1255993,419532902.43459,1030973071.3714614,722353400.4504293,775502843.2676724
463,Net rental income,$,2005,-126795004.71720393,109814026.75299671,152887811.61764255,192012558.7477668,175471262.68778405,151912412.02484977,176885187.12715864,133990746.19713067,171318582.80814794,137361255.11030427,195156284.36297196,219441767.22551936,162045922.8595818,129527974.86925201,109417155.98155196,354492378.2233596,335954000.6720835,956344010.4752089
464,Taxable capital gains,$,2005,122255867.58490734,176429306.41593638,181409282.5101002,260863273.77639523,301777989.07977027,320769933.22698325,374827666.29374266,398275439.4229781,400177642.18757045,401979180.9372482,797897693.9420545,815303312.0611311,702346716.750572,613717258.3776972,578068312.4062319,2022843379.7080097,2431020918.4371805,9512258816.985071
465,RRSP income,$,2005,22026906.3440047,346100239.1408852,390159837.11710805,455832114.80125046,516955998.89195466,583286642.3747911,672259746.8675466,683915945.5600666,665112601.8086131,583857071.7926403,1020279544.6376644,752291109.897547,607558240.5456262,432898075.26537204,344186465.7998659,750029062.2060761,533062241.27828366,529103947.0826205
466,Net business income,$,2005,-823631812.9732573,1441697293.9722064,1865272955.8103762,2007688238.7039769,1800812117.4781365,1731651311.0012655,1573748811.5601783,1391486777.5674112,1094214370.9482994,1055494593.9931188,1750336634.8731642,1242096751.2036388,1085671814.3722744,715625110.2581519,658284804.6590637,1632172123.11283,1211432409.5569081,1716350380.7342532
467,Net professional income,$,2005,-59774754.87932064,161445409.94302255,197164936.4306923,256935063.07944214,273823476.4322337,260025564.0430833,276370160.3038077,285142971.35072917,250366446.8418567,295226728.7068252,588398523.0402223,544027676.5581142,633758653.8068355,573458594.7577308,565445970.5820607,2944999808.014478,5293227466.828543,10518932520.802273
468,Net commission income,$,2005,-23229089.2347659,60739740.95332914,88282341.0800659,126498797.96067375,102619442.33071266,88450114.43825684,86561796.36537689,120421931.2212341,136646193.4871181,111709287.17173284,264284693.22584745,264777599.78163597,214628407.43190378,194320888.7449454,154042555.1450532,556741425.9360583,398987029.8732362,362066477.5524479
469,Net farming income,$,2005,-341598127.85315484,20836294.029670466,130689660.74251884,103306734.57047412,107730165.93850112,102961931.3929507,98205267.42382723,198669111.36619717,100874599.40552703,60795279.72017855,129877406.27734621,97196313.15939628,77154917.730258,66597923.79829924,42340210.319176555,119932495.83837366,177840916.74002558,151043461.73518506
470,Net fishing income,$,2005,-10640302.082232876,-1301689.8480330561,14687689.716383658,28107244.256372444,31946361.51483794,42446659.62230459,42002349.48750931,36277228.27144925,48973621.78475301,49679426.9467976,43103868.36335595,43983232.17180494,28115343.659871317,19258067.405033056,14187840.814738965,34845947.96743424,10808075.440423802,15358783.149147367
471,Tax-exempt income,$,2005,11042958.141891101,5048298033.849715,8055530187.1766,3853582793.1144795,1430964427.2785578,967727143.5640526,676403170.2860411,622553707.594967,424038484.89524835,318742768.2369797,452431522.38936675,249349393.17392686,138391036.41230375,102083724.6421444,73394480.39149584,139270400.22075275,66224194.179708414,23359836.74839055
472,Other income,$,2005,-63471554.047734514,1097056104.518761,950215076.1418478,985121191.1067023,889768070.7721208,907698993.0609815,837464437.0916886,770778576.9125445,694272768.5198389,662531206.2077582,1190136763.6430874,929710857.6556312,877094818.411671,681292895.8840747,653769965.7372637,2002029069.7735505,1959127686.4976664,3708545617.60253
473,Total income assessed,$,2005,-1032426335.7706876,26832680467.714756,40032468107.280426,47155478100.844925,46182310472.24492,51893401207.32964,56763326077.92369,58496955957.493965,57205119612.34611,53985875158.91746,95389855757.67943,80912726234.05595,66118881107.18551,48214034269.36062,34675679992.96566,82280065218.6203,50752526172.82434,100924253377.20569
474,RPP deduction,$,2005,11030230.507821444,25212286.034346927,40858019.478882916,77409470.41165113,153166662.5095323,286673758.612016,493752364.9253281,662811214.1572906,792947801.3466008,893648842.1057234,1862585110.9063933,1891351878.0191026,1734247748.3514755,1117357837.9175057,680298983.3689988,1155346354.4425025,366824298.5792141,166782916.8487794
475,RRSP contributions,$,2005,4915180.86617282,115488237.43277813,245986983.66425213,463365717.1128444,737496970.8780353,1022694323.9379711,1397073051.8663478,1639680270.1562848,1867599798.729838,1860309178.5232103,3797894765.8291616,3453340355.6989183,3037637314.061652,2574288952.8134484,2098948846.1563425,5291363446.96616,2938752853.8015623,2136115851.755025
476,"Annual union, professional, or like dues",$,2005,2134771.3507742123,46872405.10561698,52435538.25169959,75046758.7052658,101618587.46978058,155640451.74961647,209109242.47624362,238565615.94399965,264546188.25309676,290173857.98117155,529541314.8715596,493406404.69016194,375096103.6668482,230468526.5604127,129001513.6418253,186080324.21366414,44577959.800150715,15496473.008628197
477,Child care expenses,$,2005,3060417.464931052,133760491.72623415,196849059.69423628,276116764.6800573,336893531.47795266,352962748.0197154,381001725.8751688,361294720.1047697,307736835.93965495,248831031.349999,408668131.16967404,280691770.59927744,177732153.32161215,103830881.68261543,68677156.38222404,122642324.8375678,44204230.18155989,21258620.069254525
478,Carrying charges and interest expenses,$,2005,10732866.69364856,47796894.16213112,44117450.85835769,89331792.36199123,97644094.46711965,110297676.84764366,119365537.5934526,143052821.65472612,134830770.045728,135710133.854177,278500303.4240111,248714168.52808672,228037548.4531083,201484232.61087665,164369294.60611546,499011191.9113816,479159553.9356455,1227988747.366246
479,CPP/QPP contrib. on self-empl./other earning,$,2005,244139.16260886652,42641045.30627753,85143243.69543153,100698726.64383723,98897187.89415948,96821426.48316276,92432706.84441665,91018782.40504207,74310870.04451111,61600591.839495,91556814.20889573,60666846.32183929,48386993.55990611,34307916.163580574,26887705.500970807,77093593.67519511,64293064.97404871,50210516.40479509
480,Other employment expenses,$,2005,2076918.4686394096,21982938.153582253,35707955.9112428,70161661.33780308,105500515.86102583,161579628.62957528,155580284.75219625,207937143.0841925,227560840.70431754,267356681.26720548,484963355.07140887,418681308.00956565,341636310.75536376,272661790.5589669,222676900.3944975,635705981.8194929,418312206.6215456,372564461.5446292
481,Clergy residence deduction,$,2005,0.0,0.0,2481888.643583027,5499494.975734325,8742727.548211353,16700970.014674785,16028719.52426838,32990027.508549776,40417180.51701572,26488520.614240672,70696221.96872865,56143907.99654043,27719629.946069267,22747753.255404342,8060063.539020684,14869347.766286938,2264361.8067561695,908290.2495163992
482,Other deductions (from total income),$,2005,10986262.317398993,136463378.37957212,121619485.8814245,125668030.57321799,130837764.12078394,168467592.77654487,147121036.32644543,176243020.1354623,159527008.37143248,157583151.5317031,318814505.8108269,270868351.212788,254077130.70198292,240516415.1295852,187732602.5274341,621932367.6408392,709606096.400847,1988091153.4096339
483,Total deduction before adjustment,$,2005,45180786.83199536,561723716.1455076,818750186.7787226,1267615657.5133002,1764165787.8186674,2369854223.2136965,3010299513.1376724,3552510609.196754,3868262383.4273643,3940997340.9625235,7848161159.394972,7181591822.014204,6231668324.398316,4803602326.514712,3590289698.2884226,8613157919.266964,5070412876.574565,5980958231.436579
484,Social benefits repayment,$,2005,0.0,8527514.826669889,7145988.001290805,14957284.147131838,6395057.591181068,1401196.8053049163,1748314.0981137315,938373.7482264965,1512274.3390037373,991598.3997905148,39746087.08425201,100632774.35820355,143234479.70462942,142789012.51219144,124218237.34691983,316501547.5830775,158921867.22430247,113044531.69140407
485,Net income after adjustment,$,2005,0.0,26317204345.54781,39217187936.37215,45879651962.29906,44412604692.43302,49524686685.894,53754742481.270134,54945729682.28061,53336090099.70164,50044667233.46397,87514826562.76341,73686073959.2046,59749293825.89311,43269731419.378784,30991459198.185528,73369888288.35797,45527470228.18816,94859573925.91655
486,Capital gains deduction,$,2005,7648151.01822089,8631650.014512533,5085268.339649139,7634266.326508538,17433387.502501383,18593916.318125524,29437860.5454729,59149943.75226477,38280095.050956115,32183558.33159063,64257196.18712513,122312563.40939943,92789080.59836702,90300249.60892783,79345227.84788163,383836517.0997741,768233050.0986131,1354572010.5348365
487,Losses from other years,$,2005,3965236.541519363,19553117.10392055,46189741.096426316,53581025.31796868,71212269.67737108,69369076.85255629,80841303.37988761,73870031.08264391,68137967.52072768,69472054.98275623,135032098.0755571,119255617.11739647,109738818.00622146,98936527.85401115,73532170.25097667,238852566.2393883,203028904.56387588,468040229.98933643
488,Additional deductions (from net income),$,2005,11226930.307079772,5098058454.831502,8202637338.811334,4076403168.6566715,1577601813.5103562,1113967659.0244064,792353073.718255,734465479.8541716,529618837.7336202,417980131.07809186,632539115.0514339,408496886.63855505,286709627.3989396,230389846.64070937,174174201.0703218,408159025.8068878,491728671.1082527,3426099747.6169252
489,Total deductions (from net income),$,2005,22840317.866820026,5126821750.771282,8253913505.305052,4137618460.301149,1666567975.6572554,1201930652.1950881,902632237.6436155,867485454.6890802,636038057.3629467,519635744.3924387,831828409.3141161,650065067.1653509,489460838.1285684,419626624.10364836,327051599.1691801,1031985496.8088204,1463358570.101119,5250954365.852643
490,Taxable income assessed,$,2005,0.0,21216379365.89262,30979636383.19246,41787351978.689384,42749655993.08212,48325088661.906586,52853152752.56259,54093884175.74785,52700905950.879,49526878153.06927,86684721012.27927,73036653373.14622,59276676275.86927,42851198214.74748,30664426111.938633,72349837841.13356,44085742850.71725,89627835973.3938
491,Basic personal amount,$,2005,9106588622.167624,41895734725.13837,27537315844.48258,23446090767.42297,17760969034.07092,16307652567.25076,15115672610.782858,13499017787.716223,11648895344.67931,9829922050.441416,15062304484.071144,10814403388.671707,7647765718.025872,4924758989.339058,3163940569.28071,5994572171.660541,2331416768.3233337,1429234626.1027272
492,Age amount,$,2005,134133064.28718229,1643219709.485292,4168963151.8417845,3959657209.5662827,2044158695.6017563,1560978366.357742,1070817508.3553425,689012784.4761426,402207121.2928593,207606224.59838146,99925812.13851626,10799976.03692493,4579634.149790966,2967852.853515368,1288962.2139633996,2111630.197920291,1610624.2386329016,538031.8038536633
493,Spouse &amp; elig. depend. &amp; adoption amt.,$,2005,560686992.4976518,2381976716.1362233,2174242058.1395025,2048921144.8590932,1744676308.8850951,1540311002.7439053,1463112116.8232248,1239248075.287321,1062810669.4678859,971268897.0083452,1466174848.4034412,1135751583.263445,841214460.9116665,598120121.3541545,383321626.4487744,754113475.6847932,290206255.59516704,170213592.75937322
494,CPP or QPP contributions,$,2005,16587578.365690572,392281880.8338126,669959516.2738668,965949903.0248715,1228618186.7238724,1528953324.9232008,1825750180.8511646,1955128895.2845087,1927762167.9194617,1714342885.7241755,2717546573.6709313,2014452397.683178,1478591233.9672124,965362117.7423818,623682995.8542383,1188654572.8027937,479551796.47651947,297281663.0802534
495,Employment Insurance premiums,$,2005,16556337.809337778,211419886.58870763,267682971.52244577,369811821.4126553,467256901.96523124,583659214.9357393,697698816.1998619,737941281.0128305,709495018.8671482,630285166.763462,999471019.9914187,744920652.7135731,539995330.6733184,346269169.55671877,215426777.20536405,377122111.59920895,115120293.1024008,55192806.614244275
496,Pension income amount,$,2005,1341029.8078847218,93227605.44494884,233055707.44948107,565684324.4564561,486871343.12421465,419852250.34397405,355485133.6807928,304414923.44747454,255613703.25148326,199363345.9518148,291001154.1956993,191634200.89860517,115100623.12247495,69115681.22880584,45527904.12480417,95295267.45244667,42757908.12818983,23717367.55998363
497,Caregiver amount,$,2005,3656302.150919518,28763295.939781103,25436755.217029963,41107943.92970526,70799200.0989286,70531919.78346582,66962396.9557485,68122925.77137263,50251013.422289446,59603510.34820162,66165184.23993092,42784520.45397184,34552055.32618944,23120325.816352468,17611574.379476577,31853796.903422255,10096484.990165731,4551864.76636626
498,Disability amount,$,2005,49562564.1248853,521483565.4478243,565997887.0776267,574852849.2171797,430559661.7694833,357483372.2297289,289233170.1176597,256081154.53913248,205987500.95624968,182878745.71632418,249076327.57025057,155795497.47373772,110347430.32627958,85454492.20131677,50561104.87053199,98259649.13303395,36407975.785073906,24226472.922769893
499,Tuition and education amounts,$,2005,702333.9891165023,74222933.6636662,1139947074.2758608,1379881489.4111698,1256513689.4316316,999656149.2142501,764966676.3732822,670130760.8049859,534617326.7500672,410468512.8617091,685935011.1465712,552204602.9190471,460594564.0585874,307500796.1805449,236043230.28292227,458094162.4927212,189430006.0892692,127781974.88642366
500,Interest paid on student loans,$,2005,2709828.999194149,5250727.582554675,23092556.432927765,35939367.43978201,42932623.83223693,49434130.726546034,52305947.795717634,46519502.52459469,42814603.95268194,34810079.18051066,53361184.36585643,32743574.230655517,16542453.117625427,8385196.736618274,5325936.329329918,6697049.635924737,2006337.9524349505,651423.4528378762
501,Amounts transferred from spouse,$,2005,50269526.34457258,204039015.88594952,416795304.0519711,587100304.3651173,419734230.46441907,295113337.057841,243516665.59709606,191317167.10450646,139837358.4656738,114966404.43592222,150711386.19173127,100422189.86723287,61520754.86214898,37693466.826109216,24080683.65979019,46220981.65277911,17421816.926074423,7274421.399630066
502,Allowable amt. of med. expenses,$,2005,16867586.315223016,198296538.80524904,587520316.289416,1025755898.4605448,949056861.4415091,894542090.6058847,738562620.9669583,638902932.0862621,466468945.7105552,367641181.27495754,534185744.24934155,351266501.515523,215728769.25010774,165023032.17423874,110957199.7039804,281344351.109758,182803536.96954894,172840113.60829324
503,Total tax credits,$,2005,1493413142.370149,7139844025.208088,5657235487.105435,5233478167.217361,4019443535.0220304,3675410957.8886433,3388342642.6204677,3029897755.4896584,2605359421.692765,2198764737.8188024,3341799998.943019,2412778747.6424346,1721451847.8809,1125066155.933147,727619169.7823391,1388745708.0118642,545242587.082945,339486497.6552345
504,Charitable donations &amp; gov. gifts,$,2005,0.0,17271399.432523936,86412535.9294691,249425758.9783448,332578863.5283391,381162556.88750356,447199307.7290952,471877033.13251656,460100500.44515616,444247653.6825776,804435069.6232872,689223368.9671134,579860594.6947681,446785081.09301,326316867.5660681,897651104.491809,666796120.6787359,2046276111.0878901
505,Cultural and ecological gifts,$,2005,0.0,273065.6036762678,179343.93461788775,529932.4003547909,1455578.5145116309,4076314.075218184,4689554.62584709,14039737.43647387,8311145.047485727,11579832.888102068,41246790.84682879,40974882.30079521,34163283.95824357,31459240.247262903,33020111.00725987,63314194.20832785,55345538.22308016,94868313.18229184
506,Donations &amp; gifts,$,2005,0.0,4232516.856982151,21503916.28950609,63362790.62932108,86928583.63811153,101669498.00605921,120703096.22840923,130768340.66222218,126266229.37449184,123454579.30274044,230186204.49559486,199277723.68625528,168061465.54395854,131640762.12481499,99310257.47260197,268149265.75245225,204656884.66714922,617547119.1750212
507,Total non-refundable tax credits,$,2005,1493413142.370149,7144076542.06507,5678739403.394941,5296842114.9043255,4106372118.660142,3777080455.8947024,3509046895.9065194,3160667253.209523,2731625651.067257,2322219317.121543,3571985046.3809714,2612055314.271047,1889512156.3672159,1256706918.057962,826929427.2549411,1656894973.7643166,749899471.7500942,957033616.8302556
508,Basic federal tax,$,2005,1184827.0261207551,31290309.831429277,447844945.8937196,1383057612.6403704,2385108871.1750016,3462360777.0813766,4362542366.637762,4953497987.068342,5460845779.295349,5667616608.275704,10982233442.687126,10150045188.446133,8809063976.982403,6737869472.5014105,5074911516.689367,13058497016.70077,9283238926.593313,22257256850.68556
509,Fed. dividend tax credit,$,2005,959200.7857950254,16827089.297728654,19835439.168738384,34049892.309259355,48621876.26137341,65635251.839576125,85367712.87811457,118505843.76492943,116658022.70954384,104569084.4586555,198798701.8221791,196321441.40916687,164437561.00703454,142276435.9764771,129438881.4307644,461073585.92266357,428371665.7671451,1369825501.4384985
510,CPP contrib. on self-employ. earning,$,2005,580842.936633417,64953744.88802815,126099613.07394361,149595982.6241723,154039083.9721251,156962968.63521805,151159167.49945465,152143823.55338898,119692984.90633558,104034523.82772994,150582952.79339203,95546348.96091172,78082877.95970023,54006822.530480824,42864357.431317866,114181919.3541743,87814889.7924167,73174639.4393836
511,Net federal tax,$,2005,1184827.0261207551,30947820.769191246,446287546.3066507,1377550018.2611372,2376694747.997316,3446631735.4865665,4341589209.78618,4931623812.333174,5432188932.658696,5639135634.400741,10924179232.522495,10086860584.693787,8752355424.856228,6688621628.055339,5035244109.524818,12919287940.53508,9183442704.91078,21889019784.724613
512,Net provincial tax,$,2005,624811.127055867,8537928.345454153,77658237.80483079,347658795.7855967,783137109.594181,1296027207.9297018,1616914003.9785972,1949717336.6896193,2152850376.441338,2233933504.868549,4386548998.608419,4024224497.2016506,3616906652.3010025,2834535514.8662863,2174630829.507448,5754326508.019346,4098041303.6327305,9994343412.641453
513,Total tax payable,$,2005,2390481.089810039,104439494.00267355,651105261.9861346,1874803639.6132636,3314061856.0746665,4899810512.447246,6110685220.220374,7034175735.988872,7704731136.948727,7977905504.043408,15506711811.708414,14314737640.528725,12598321307.508839,9725791490.829342,7380655490.036561,19113708265.299725,13530548765.537334,32071122412.219284
514,number of taxable returns,$,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,total number of returns,$,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,employment income,$,2006,140716736.8411906,11076785832.245213,13886121105.87992,19162833150.833622,24082292410.33973,30193633708.98774,36654301259.70931,40001432191.37211,40803069312.61657,39550958138.405914,72849912867.82686,65316384188.20837,56367613660.02165,41437157840.97396,28972567459.961605,66380094239.59478,32993195390.574177,59635028589.28424
517,commissions (from employment),$,2006,1366800.6578911734,48047424.62573476,50865241.802203156,97004152.93644458,148942577.93630916,185412597.82205483,191381681.46122155,254647139.72335994,284906808.9095951,338367947.7148372,737279132.8977448,757608158.8360546,696159031.8395233,615779545.0233737,643106453.7638258,2139030511.0258005,2106037240.523783,4203921475.2914195
518,other employment income,$,2006,8901844.08494984,631653096.7105229,496116773.3536958,446465833.2184118,506614166.5829949,533778333.86293197,572371959.1005718,550467868.9569986,469481800.3334751,421943085.028371,710390374.2432945,594471794.2176315,412737381.0136485,402291200.1320639,320932988.4484818,1112082958.9331846,846021155.9303505,3261600620.7187414
519,old age security pension,$,2006,21187117.275570337,1393316135.4333935,4444830049.201239,5843143371.719395,2977327706.8686347,2263813379.4147563,1789947802.1169207,1413484696.0155313,1070046725.8769596,811746438.6832993,1168961668.4092402,760826570.3768674,450172469.1407694,290125916.1677874,184349657.0939363,389788558.9766997,197906134.5600476,142080123.34256747
520,cpp or qpp benefits,$,2006,32542601.842129976,2055011533.365408,3858612547.3830113,6896555189.006516,4449441436.599886,3681623811.733905,3142305439.9004364,2562833173.3022933,1976465448.597437,1579264755.8281934,2260604072.2913146,1438297647.5092876,853441256.0880945,552087317.1969479,348572861.5360779,733863838.3312739,378393242.5841399,268506339.06707245
521,other pensions or superannuation,$,2006,17012741.910753664,196092079.3987832,492000438.6496222,1692129941.8779013,2928950247.113184,3835430424.650919,4707102138.473201,5309720110.13395,5252495432.797779,4690443330.787763,7648800846.010778,5479894189.380516,3533865946.1080575,2161443310.4900045,1539003884.159404,3390560140.5768566,1683068770.488951,1344407205.313884
522,universal child care benefits,$,2006,6078336.6476242775,413585229.8813662,143116888.87074304,106305453.33356746,94225029.53380491,82911652.8975883,71805401.75657251,57246300.32742865,46256130.50789904,33110489.8756751,43793385.60891777,26600831.455077674,14315558.264457177,7331332.088372139,3729396.965786324,7109411.914942681,1864129.4568074455,726077.2853743286
523,employment insurance benefits,$,2006,13229856.492909985,782859260.4158125,1495351617.019744,2125394369.9076889,2291087937.755322,2138270292.1752832,1701731688.0482826,1237499722.3816283,845430506.8533767,614402501.8959397,774377357.5821215,401686894.4290329,208047317.4596881,106509164.67225398,55843082.00005161,79488391.96591748,15454748.488061728,5499068.092364821
524,taxable amount of dividends,$,2006,10509911.803184835,115321102.6356606,163033939.92299402,272997092.93554753,343068103.18285596,503372993.99875337,633367003.2807012,952630469.1936905,929197974.9838827,958039631.1645122,1581554516.7971168,1649358527.1189306,1488062392.8617148,1318723643.9089813,1056523251.9238198,4174167101.2693005,4038270015.3741293,13834470608.079428
525,"interest,other invest. income",$,2006,38279522.838324316,769400655.4364445,791300193.3713319,1241220014.9300432,1192745820.740021,1134122477.2851584,1094158637.233113,1005720602.9910455,903014808.6757209,810173650.5823787,1374359600.4138322,1125590500.1559243,923570306.996146,715928136.109488,536596151.03940034,1651616422.6270537,1360362696.7573762,4158284445.1647797
526,annuity income,$,2006,7260772.853743286,103385211.46167007,264441216.71071333,703910305.1791543,1057920779.9903396,1211090083.6913514,1228760619.7571936,1103884431.0901804,971145439.9707359,871490763.5270237,1560029398.0266309,1212104088.1760983,852176880.1256322,699790556.3185664,510315112.2444954,1113363267.626047,911289586.0142112,920134527.4905894
527,net rental income,$,2006,-82822884.82821651,92982276.56259994,120103197.86002256,138929994.9320406,157284500.35291392,144459790.43303412,155204140.9835342,129316868.23994507,123091722.86220592,88365198.9030958,182554948.81958628,148404279.25922132,163763431.36488265,127292273.42696555,97087230.7449592,349059947.86545134,313840647.3161107,1028898173.5144523
528,taxable capital gains,$,2006,60309936.7729266,235010049.5052815,230744629.96675017,278875132.40099955,334865023.13116604,392629137.19659674,400329198.1885132,465627217.62883115,458575846.3746316,426144773.64530206,870626981.928906,901652560.2265155,848375785.8730456,708066471.709228,648934418.9337348,2561020256.1932,2883985805.819862,11675726757.340063
529,rrsp income,$,2006,29404992.005488873,329377335.5605156,373969633.7937794,454399194.90547204,513970535.8191385,567513614.3807238,659766399.5014352,677943368.7835649,634188676.9484758,578578895.643568,995020636.4752313,815863911.4395443,647568756.328015,463850718.18922406,384058466.293534,934475122.9028181,591254520.7289901,608840840.934146
530,net business income,$,2006,-993354528.0962533,1382898405.8560948,1826895803.914668,2038548470.6534564,1941724129.9600983,1685483717.196732,1632362855.9907484,1396450331.1135204,1273296015.3818855,1107017488.7181358,1777993702.1081872,1520193019.817786,1145777269.572805,889359320.6706951,714100424.3221664,2069885875.2460387,1365716094.1717975,2173696718.219825
531,net professional income,$,2006,-35036074.149739936,114709968.61960101,152631005.0239239,190987915.40990567,236127616.73762882,199704256.99091193,220064010.3378504,283527489.6778181,228433246.00656953,251046342.65294555,467572148.78981036,565947654.5928319,455001224.50416017,541736732.6977637,520876236.3953947,2813345769.486837,5086433136.046601,10785516173.645136
532,net commission income,$,2006,-40766166.83290568,82727288.44581613,108860380.45843479,94996628.90603657,134712373.58470947,116040351.60800633,133570907.25676206,128418945.07668434,125232398.99667162,112102691.09484774,224386332.48495334,180818281.20597935,235323013.8524256,204233704.63321573,184537435.70222276,556721465.6390235,506845191.1737958,482242779.3317547
533,net farming income,$,2006,-339314807.12146956,11229160.775530564,40368986.62507552,88931948.88446948,112450935.05930628,83195027.88827515,97894109.73450528,107110056.21877067,117101016.23178199,90739175.73270528,104278582.41624507,102627268.71549562,79570331.72226067,68932958.07587533,70374870.17708108,148188049.34664902,171364481.81788445,188747090.68435386
