,item,type,tax_year,< $0,$1 - 10k,$10k - 15k,$15k - 20k,$20k - 25k,$25k - 30k,$30k - 35k,$35k - 40k,$40k - 45k,$45k - 50k,$50k - 60k,$60k - 70k,$70k - 80k,$80k - 90k,$90k - 100k,$100k - 150k,$150k - 250k,> $250k
485,net income after adjustments,$,2005,0.0,22744938000.0,33893893000.0,39652002000.0,38384090000.0,42802264000.0,46458137000.0,47487461000.0,46096312000.0,43251663000.0,75635667000.0,63684013000.0,51638995000.0,37396349000.0,26784715000.0,63410746000.0,39347625000.0,81983447000.0
486,capital gains deduction,$,2005,6610000.0,7460000.0,4395000.0,6598000.0,15067000.0,16070000.0,25442000.0,51121000.0,33084000.0,27815000.0,55535000.0,105710000.0,80194000.0,78043000.0,68575000.0,331735000.0,663954000.0,1170704000.0
487,losses from other years,$,2005,3427000.0,16899000.0,39920000.0,46308000.0,61546000.0,59953000.0,69868000.0,63843000.0,58889000.0,60042000.0,116703000.0,103068000.0,94843000.0,85507000.0,63551000.0,206431000.0,175470000.0,404509000.0
488,additional deductions,$,2005,9703000.0,4406054000.0,7089221000.0,3523077000.0,1363460000.0,962759000.0,684800000.0,634770000.0,457729000.0,361244000.0,546679000.0,353048000.0,247792000.0,199117000.0,150532000.0,352756000.0,424982000.0,2961045000.0
489,total deductions from net income,$,2005,19740000.0,4430913000.0,7133537000.0,3575983000.0,1440350000.0,1038782000.0,780110000.0,749734000.0,549703000.0,449101000.0,718917000.0,561826000.0,423022000.0,362667000.0,282658000.0,891905000.0,1264724000.0,4538196000.0
490,taxable income assessed,$,2005,0.0,18336493000.0,26774497000.0,36115186000.0,36946868000.0,41765498000.0,45678928000.0,46751244000.0,45547347000.0,42804158000.0,74918239000.0,63122744000.0,51230530000.0,37034627000.0,26502073000.0,62529156000.0,38101596000.0,77461859000.0
491,basic personal amount,$,2005,7870471000.0,36208857000.0,23799433000.0,20263546000.0,15350116000.0,14094071000.0,13063889000.0,11666677000.0,10067688000.0,8495620000.0,13017765000.0,9346469000.0,6609667000.0,4256278000.0,2734471000.0,5180876000.0,2014953000.0,1235232000.0
492,age amount,$,2005,115926000.0,1420171000.0,3603073000.0,3422178000.0,1766687000.0,1349093000.0,925466000.0,595487000.0,347612000.0,179426000.0,86362000.0,9334000.0,3958000.0,2565000.0,1114000.0,1825000.0,1392000.0,465000.0
493,"spouse, eligible dependant and adoption amount",$,2005,484580000.0,2058650000.0,1879113000.0,1770803000.0,1507856000.0,1331231000.0,1264511000.0,1071034000.0,918546000.0,839430000.0,1267158000.0,981586000.0,727029000.0,516932000.0,331290000.0,651751000.0,250814000.0,147109000.0
494,CPP or QPP contributions,$,2005,14336000.0,339034000.0,579020000.0,834833000.0,1061847000.0,1321415000.0,1577925000.0,1689742000.0,1666090000.0,1481640000.0,2348670000.0,1741013000.0,1277889000.0,834325000.0,539025000.0,1027308000.0,414458000.0,256929000.0
495,EI premiums,$,2005,14309000.0,182722000.0,231348000.0,319614000.0,403832000.0,504434000.0,602994000.0,637774000.0,613189000.0,544731000.0,863804000.0,643806000.0,466697000.0,299267000.0,186185000.0,325932000.0,99494000.0,47701000.0
496,pension income amount,$,2005,1159000.0,80573000.0,201421000.0,488899000.0,420784000.0,362862000.0,307232000.0,263094000.0,220917000.0,172302000.0,251501000.0,165622000.0,99477000.0,59734000.0,39348000.0,82360000.0,36954000.0,20498000.0
497,caregiver amount,$,2005,3160000.0,24859000.0,21984000.0,35528000.0,61189000.0,60958000.0,57873000.0,58876000.0,43430000.0,51513000.0,57184000.0,36977000.0,29862000.0,19982000.0,15221000.0,27530000.0,8726000.0,3934000.0
498,disability amount,$,2005,42835000.0,450698000.0,489170000.0,496823000.0,372116000.0,308959000.0,249973000.0,221321000.0,178027000.0,158055000.0,215267000.0,134648000.0,95369000.0,73855000.0,43698000.0,84922000.0,31466000.0,20938000.0
499,"tuition, education, and textbook amounts",$,2005,607000.0,64148000.0,985212000.0,1192578000.0,1085956000.0,863964000.0,661131000.0,579168000.0,462049000.0,354752000.0,592827000.0,477249000.0,398074000.0,265761000.0,204003000.0,395913000.0,163717000.0,110437000.0
500,interest paid on student loans,$,2005,2342000.0,4538000.0,19958000.0,31061000.0,37105000.0,42724000.0,45206000.0,40205000.0,37003000.0,30085000.0,46118000.0,28299000.0,14297000.0,7247000.0,4603000.0,5788000.0,1734000.0,563000.0
501,amounts transferred from spouse or common-law partner,$,2005,43446000.0,176343000.0,360220000.0,507408000.0,362760000.0,255055000.0,210462000.0,165348000.0,120856000.0,99361000.0,130254000.0,86791000.0,53170000.0,32577000.0,20812000.0,39947000.0,15057000.0,6287000.0
502,medical expenses,$,2005,14578000.0,171380000.0,507771000.0,886521000.0,820233000.0,773118000.0,638311000.0,552179000.0,403151000.0,317738000.0,461676000.0,303586000.0,186446000.0,142623000.0,95896000.0,243155000.0,157990000.0,149379000.0
503,total tax credits,$,2005,1290699000.0,6170690000.0,4889329000.0,4523092000.0,3473849000.0,3176515000.0,2928413000.0,2618623000.0,2251711000.0,1900307000.0,2888188000.0,2085271000.0,1487784000.0,972351000.0,628853000.0,1200239000.0,471232000.0,293405000.0
504,Charitable donations &amp; gov. gifts,$,2005,0.0,14927000.0,74683000.0,215569000.0,287435000.0,329424000.0,386497000.0,407825000.0,397647000.0,383946000.0,695242000.0,595669000.0,501151000.0,386139000.0,282023000.0,775805000.0,576286000.0,1768517000.0
505,eligible cultural and ecological gifts,$,2005,0.0,236000.0,155000.0,458000.0,1258000.0,3523000.0,4053000.0,12134000.0,7183000.0,10008000.0,35648000.0,35413000.0,29526000.0,27189000.0,28538000.0,54720000.0,47833000.0,81991000.0
506,Donations &amp; gifts,$,2005,0.0,3658000.0,18585000.0,54762000.0,75129000.0,87869000.0,104319000.0,113018000.0,109127000.0,106697000.0,198941000.0,172228000.0,145249000.0,113772000.0,85830000.0,231751000.0,176877000.0,533722000.0
507,total federal non-refundable tax credits,$,2005,1290699000.0,6174348000.0,4907914000.0,4577855000.0,3548978000.0,3264384000.0,3032733000.0,2731642000.0,2360838000.0,2007004000.0,3087128000.0,2257498000.0,1633032000.0,1086123000.0,714683000.0,1431990000.0,648109000.0,827127000.0
508,basic federal tax,$,2005,1024000.0,27043000.0,387055000.0,1195323000.0,2061357000.0,2992384000.0,3770376000.0,4281116000.0,4719597000.0,4898301000.0,9491518000.0,8772290000.0,7613332000.0,5823279000.0,4386049000.0,11285952000.0,8023143000.0,19236083000.0
509,federal dividend tax credit,$,2005,829000.0,14543000.0,17143000.0,29428000.0,42022000.0,56726000.0,73780000.0,102420000.0,100823000.0,90375000.0,171814000.0,169673000.0,142117000.0,122964000.0,111869000.0,398488000.0,370225000.0,1183887000.0
510,CPP contributions on self-employment,$,2005,502000.0,56137000.0,108983000.0,129290000.0,133130000.0,135657000.0,130641000.0,131492000.0,103446000.0,89913000.0,130143000.0,82577000.0,67484000.0,46676000.0,37046000.0,98683000.0,75895000.0,63242000.0
511,net federal tax,$,2005,1024000.0,26747000.0,385709000.0,1190563000.0,2054085000.0,2978790000.0,3752267000.0,4262211000.0,4694830000.0,4873686000.0,9441344000.0,8717682000.0,7564321000.0,5780716000.0,4351766000.0,11165639000.0,7936893000.0,18917830000.0
512,net provincial or territorial tax,$,2005,540000.0,7379000.0,67117000.0,300468000.0,676835000.0,1120106000.0,1397436000.0,1685065000.0,1860625000.0,1930702000.0,3791124000.0,3477981000.0,3125952000.0,2449779000.0,1879449000.0,4973241000.0,3541778000.0,8637723000.0
513,total tax payable,$,2005,2066000.0,90263000.0,562725000.0,1620320000.0,2864215000.0,4234716000.0,5281228000.0,6079365000.0,6658900000.0,6894994000.0,13401849000.0,12371672000.0,10888240000.0,8405624000.0,6378814000.0,16519236000.0,11693928000.0,27717826000.0
514,number of taxable returns,$,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,total number of returns,$,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,employment income,$,2006,123647000.0,9733109000.0,12201656000.0,16838273000.0,21160974000.0,26530975000.0,32207927000.0,35149032000.0,35853426000.0,34753203000.0,64012806000.0,57393137000.0,49529903000.0,36410596000.0,25458031000.0,58327813000.0,28990934000.0,52400962000.0
517,commissions (from employment),$,2006,1201000.0,42219000.0,44695000.0,85237000.0,130875000.0,162921000.0,168166000.0,223757000.0,250346000.0,297322000.0,647843000.0,665706000.0,611711000.0,541082000.0,565094000.0,1879554000.0,1850563000.0,3693962000.0
518,other employment income,$,2006,7822000.0,555030000.0,435935000.0,392307000.0,445159000.0,469028000.0,502940000.0,483693000.0,412531000.0,370759000.0,624216000.0,522359000.0,362670000.0,353491000.0,282002000.0,977181000.0,743394000.0,2865950000.0
519,Old Age Security Pension,$,2006,18617000.0,1224299000.0,3905647000.0,5134337000.0,2616161000.0,1989200000.0,1572817000.0,1242021000.0,940244000.0,713277000.0,1027160000.0,668534000.0,395564000.0,254932000.0,161987000.0,342505000.0,173899000.0,124845000.0
520,CPP or QPP benefits,$,2006,28595000.0,1805727000.0,3390541000.0,6059964000.0,3909699000.0,3235022000.0,2761126000.0,2251947000.0,1736709000.0,1387691000.0,1986380000.0,1263824000.0,749914000.0,485116000.0,306289000.0,644842000.0,332492000.0,235935000.0
521,other pensions or superannuation,$,2006,14949000.0,172305000.0,432318000.0,1486865000.0,2573652000.0,3370171000.0,4136104000.0,4665621000.0,4615338000.0,4121466000.0,6720958000.0,4815152000.0,3105188000.0,1899248000.0,1352314000.0,2979266000.0,1478903000.0,1181323000.0
522,Universal Child Care Benefit,$,2006,5341000.0,363415000.0,125756000.0,93410000.0,82795000.0,72854000.0,63095000.0,50302000.0,40645000.0,29094000.0,38481000.0,23374000.0,12579000.0,6442000.0,3277000.0,6247000.0,1638000.0,638000.0
523,EI benefits,$,2006,11625000.0,687894000.0,1313957000.0,1867572000.0,2013166000.0,1878886000.0,1495302000.0,1087384000.0,742875000.0,539872000.0,680441000.0,352960000.0,182810000.0,93589000.0,49069000.0,69846000.0,13580000.0,4832000.0
524,taxable amount of dividends,$,2006,9235000.0,101332000.0,143257000.0,239881000.0,301452000.0,442311000.0,556536000.0,837071000.0,816481000.0,841824000.0,1389703000.0,1449282000.0,1307552000.0,1158755000.0,928361000.0,3667817000.0,3548405000.0,12156271000.0
525,interest and other investment income,$,2006,33636000.0,676068000.0,695311000.0,1090653000.0,1048059000.0,996547000.0,961431000.0,883721000.0,793474000.0,711895000.0,1207642000.0,989050000.0,811536000.0,629082000.0,471504000.0,1451266000.0,1195343000.0,3653861000.0
526,annuity income,$,2006,6380000.0,90844000.0,232363000.0,618522000.0,929589000.0,1064178000.0,1079705000.0,969977000.0,853340000.0,765774000.0,1370789000.0,1065069000.0,748803000.0,614902000.0,448411000.0,978306000.0,800745000.0,808517000.0
527,net rental income,$,2006,-72776000.0,81703000.0,105534000.0,122077000.0,138205000.0,126936000.0,136377000.0,113630000.0,108160000.0,77646000.0,160410000.0,130402000.0,143898000.0,111851000.0,85310000.0,306717000.0,275770000.0,904087000.0
528,taxable capital gains,$,2006,52994000.0,206502000.0,202754000.0,245046000.0,294244000.0,345001000.0,351767000.0,409144000.0,402948000.0,374451000.0,765015000.0,792277000.0,745463000.0,622174000.0,570215000.0,2250354000.0,2534142000.0,10259395000.0
529,RRSP income,$,2006,25838000.0,289422000.0,328605000.0,399278000.0,451623000.0,498671000.0,579733000.0,595705000.0,557258000.0,508394000.0,874319000.0,716895000.0,569015000.0,407583000.0,337470000.0,821118000.0,519532000.0,534985000.0
530,net business income,$,2006,-872855000.0,1215145000.0,1605283000.0,1791261000.0,1706182000.0,1481025000.0,1434348000.0,1227053000.0,1118838000.0,972730000.0,1562313000.0,1335785000.0,1006788000.0,781475000.0,627476000.0,1818797000.0,1200047000.0,1910015000.0
531,net professional income,$,2006,-30786000.0,100795000.0,134116000.0,167820000.0,207484000.0,175479000.0,193369000.0,249134000.0,200723000.0,220593000.0,410853000.0,497295000.0,399807000.0,476021000.0,457691000.0,2472071000.0,4469420000.0,9477172000.0
532,net commission income,$,2006,-35821000.0,72692000.0,95655000.0,83473000.0,118371000.0,101964000.0,117368000.0,112841000.0,110041000.0,98504000.0,197167000.0,158884000.0,206777000.0,179459000.0,162152000.0,489188000.0,445362000.0,423744000.0
533,net farming income,$,2006,-298154000.0,9867000.0,35472000.0,78144000.0,98810000.0,73103000.0,86019000.0,94117000.0,102896000.0,79732000.0,91629000.0,90178000.0,69918000.0,60571000.0,61838000.0,130212000.0,150577000.0,165851000.0
534,net fishing income,$,2006,-5646000.0,859000.0,1009000.0,23794000.0,19521000.0,38529000.0,25394000.0,44195000.0,36093000.0,25126000.0,35078000.0,39648000.0,21717000.0,24400000.0,12893000.0,27550000.0,6238000.0,8072000.0
535,tax-exempt income,$,2006,15080000.0,4010082000.0,6760835000.0,3823612000.0,1284341000.0,858911000.0,616010000.0,511191000.0,410417000.0,239113000.0,439353000.0,232771000.0,147691000.0,85785000.0,51507000.0,124496000.0,85386000.0,21418000.0
536,other income,$,2006,-142377000.0,856268000.0,769144000.0,739303000.0,671080000.0,703969000.0,657373000.0,714059000.0,625898000.0,594336000.0,1100238000.0,973505000.0,838247000.0,658375000.0,593460000.0,1947167000.0,2030043000.0,3903196000.0
537,total income assessed,$,2006,-1103456000.0,22295580000.0,32959843000.0,41380831000.0,40201442000.0,44615680000.0,49702906000.0,51915596000.0,50728682000.0,47722804000.0,85342793000.0,74176089000.0,61967551000.0,45854929000.0,32986353000.0,81712312000.0,50846411000.0,104735032000.0
538,Registered Pension Plan contributions,$,2006,8040000.0,22553000.0,36728000.0,59047000.0,119332000.0,223414000.0,402177000.0,557602000.0,697048000.0,762304000.0,1629914000.0,1697810000.0,1622490000.0,1132983000.0,692472000.0,1205373000.0,381749000.0,181003000.0
539,RRSP deduction,$,2006,7890000.0,86317000.0,184916000.0,540428000.0,587654000.0,838512000.0,1131441000.0,1461710000.0,1588943000.0,1622131000.0,3286275000.0,2986693000.0,2851282000.0,2333686000.0,1934876000.0,5300530000.0,3040803000.0,2254555000.0
540,"annual union, professional, or like dues",$,2006,1457000.0,41142000.0,45225000.0,59937000.0,85722000.0,125486000.0,170561000.0,197911000.0,230107000.0,245098000.0,466882000.0,440776000.0,364503000.0,228459000.0,128713000.0,196124000.0,45103000.0,16807000.0
541,child care expenses,$,2006,1453000.0,105648000.0,156519000.0,217804000.0,293926000.0,337794000.0,340947000.0,301513000.0,302498000.0,230706000.0,367472000.0,263172000.0,187060000.0,103429000.0,63851000.0,127618000.0,49575000.0,21225000.0
542,carrying charges and interest expenses,$,2006,17666000.0,34431000.0,51943000.0,69435000.0,88488000.0,110521000.0,134245000.0,125865000.0,133677000.0,143134000.0,279025000.0,256920000.0,233227000.0,209502000.0,171732000.0,541387000.0,521691000.0,1401839000.0
543,CPP or QPP contributions on self-employment,$,2006,534000.0,35147000.0,69261000.0,87195000.0,91765000.0,82285000.0,82607000.0,78207000.0,71285000.0,56277000.0,78171000.0,58993000.0,41250000.0,32390000.0,25662000.0,74121000.0,59064000.0,47162000.0
544,other employment expenses,$,2006,4836000.0,19748000.0,24999000.0,53729000.0,70445000.0,125916000.0,141283000.0,169270000.0,193437000.0,211011000.0,431148000.0,364824000.0,317384000.0,237888000.0,212069000.0,575949000.0,388483000.0,357365000.0
545,other deductions,$,2006,10757000.0,104138000.0,114477000.0,133885000.0,120708000.0,188895000.0,174820000.0,170930000.0,169675000.0,192502000.0,290779000.0,307084000.0,268229000.0,239351000.0,204979000.0,612587000.0,758384000.0,2273541000.0
546,total deductions before adjustments,$,2006,52634000.0,449124000.0,684068000.0,1221460000.0,1458040000.0,2032824000.0,2578081000.0,3063007000.0,3386671000.0,3463162000.0,6829667000.0,6376271000.0,5885426000.0,4517688000.0,3434355000.0,8633689000.0,5244853000.0,6553497000.0
547,social benefits repayment,$,2006,0.0,0.0,0.0,0.0,1057000.0,1082000.0,0.0,0.0,0.0,465000.0,41333000.0,83143000.0,131304000.0,139977000.0,123216000.0,327211000.0,168990000.0,123054000.0
548,net income after adjustments,$,2006,0.0,21901620000.0,32280691000.0,40364177000.0,38743189000.0,42590791000.0,47135027000.0,48856963000.0,47342884000.0,44260355000.0,78474312000.0,67724031000.0,55959092000.0,41197744000.0,29433931000.0,72786051000.0,45460930000.0,98071978000.0
549,capital gains deduction,$,2006,15341000.0,1277000.0,2639000.0,12708000.0,7328000.0,16010000.0,21139000.0,32680000.0,28556000.0,33012000.0,66928000.0,70696000.0,68028000.0,70887000.0,93743000.0,361400000.0,627413000.0,1338405000.0
550,losses from other years,$,2006,16260000.0,18214000.0,27755000.0,51069000.0,68985000.0,82876000.0,68165000.0,71886000.0,76199000.0,51323000.0,98816000.0,102668000.0,83849000.0,87129000.0,58954000.0,232858000.0,224679000.0,495105000.0
551,additional deductions,$,2006,16010000.0,4054501000.0,6880729000.0,3969444000.0,1419282000.0,978004000.0,838821000.0,581668000.0,516220000.0,335643000.0,641298000.0,383236000.0,261780000.0,182274000.0,144839000.0,380143000.0,439697000.0,3512404000.0
552,total deductions from net income,$,2006,47611000.0,4074757000.0,6911123000.0,4033220000.0,1495598000.0,1076891000.0,928125000.0,686234000.0,623088000.0,419978000.0,807042000.0,556600000.0,413657000.0,340290000.0,297536000.0,975412000.0,1291794000.0,5346569000.0
553,taxable income assessed,$,2006,0.0,17840987000.0,25385961000.0,36340312000.0,37251320000.0,41515222000.0,46318342000.0,48170867000.0,46719877000.0,43846445000.0,77667828000.0,67169325000.0,55545557000.0,40857612000.0,29138333000.0,71812666000.0,44176083000.0,92732923000.0
554,basic personal amount,$,2006,6708384000.0,36725701000.0,23164347000.0,20991657000.0,15810270000.0,14333678000.0,13529118000.0,12237050000.0,10548559000.0,8878055000.0,13787883000.0,10120311000.0,7321043000.0,4784737000.0,3076815000.0,6082275000.0,2388868000.0,1474216000.0
555,age amount,$,2006,167133000.0,1591486000.0,4123869000.0,4654192000.0,2376947000.0,1810770000.0,1356144000.0,914560000.0,565001000.0,346010000.0,301689000.0,48080000.0,10196000.0,3967000.0,3464000.0,3942000.0,1741000.0,856000.0
556,"spouse, eligible dependant and adoption amount",$,2006,412516000.0,2130709000.0,1850433000.0,1735927000.0,1432333000.0,1293792000.0,1217889000.0,1084553000.0,931720000.0,813567000.0,1252156000.0,1002632000.0,719814000.0,523752000.0,348719000.0,717657000.0,286784000.0,164989000.0
557,CPP or QPP contributions,$,2006,11669000.0,281125000.0,485103000.0,733914000.0,953586000.0,1206073000.0,1481518000.0,1625768000.0,1653010000.0,1478352000.0,2389324000.0,1826283000.0,1372783000.0,905006000.0,582328000.0,1132909000.0,425668000.0,253130000.0
558,EI premiums,$,2006,9776000.0,161120000.0,205770000.0,284376000.0,357477000.0,449265000.0,540199000.0,589974000.0,569598000.0,505052000.0,818542000.0,621659000.0,469245000.0,305880000.0,191690000.0,350320000.0,110092000.0,52453000.0
559,Canada employment amount,$,2006,5979000.0,550814000.0,315182000.0,303376000.0,293478000.0,293901000.0,294056000.0,273938000.0,242832000.0,210305000.0,334717000.0,250661000.0,185877000.0,121375000.0,77500000.0,149904000.0,54718000.0,32610000.0
560,public transit amount,$,2006,2035000.0,31727000.0,27011000.0,29297000.0,30155000.0,27527000.0,28070000.0,26674000.0,24281000.0,19158000.0,31120000.0,23131000.0,16807000.0,11721000.0,7894000.0,14765000.0,4368000.0,1786000.0
561,pension income amount,$,2006,2944000.0,118474000.0,300950000.0,836346000.0,858782000.0,738701000.0,650715000.0,557056000.0,455704000.0,363549000.0,530989000.0,352967000.0,211429000.0,129422000.0,89272000.0,185045000.0,84268000.0,48404000.0
562,caregiver amount,$,2006,1221000.0,23959000.0,14262000.0,38564000.0,55503000.0,55683000.0,58924000.0,64471000.0,51401000.0,44708000.0,69420000.0,48456000.0,34546000.0,27304000.0,16830000.0,35075000.0,9822000.0,4888000.0
563,disability amount,$,2006,41336000.0,446567000.0,499084000.0,526368000.0,412656000.0,345477000.0,291803000.0,257552000.0,213903000.0,170450000.0,227882000.0,158052000.0,117973000.0,86724000.0,45522000.0,112247000.0,40319000.0,25987000.0
564,"tuition, education, and textbook amounts",$,2006,2061000.0,60978000.0,913271000.0,1290570000.0,1165499000.0,886764000.0,715213000.0,604409000.0,487972000.0,423335000.0,674082000.0,534283000.0,419771000.0,307652000.0,209160000.0,466677000.0,190264000.0,128608000.0
565,interest paid on student loans,$,2006,533000.0,4145000.0,17575000.0,31190000.0,41622000.0,47862000.0,46669000.0,51314000.0,44373000.0,38866000.0,62324000.0,34274000.0,19679000.0,8383000.0,5254000.0,8713000.0,2400000.0,755000.0
566,amounts transferred from spouse or common-law partner,$,2006,77367000.0,244444000.0,473195000.0,596757000.0,479343000.0,334034000.0,284166000.0,226454000.0,173081000.0,121313000.0,175644000.0,117040000.0,74031000.0,42817000.0,27317000.0,53849000.0,20364000.0,9103000.0
567,medical expenses,$,2006,15553000.0,182811000.0,408617000.0,914209000.0,892717000.0,849000000.0,697105000.0,595838000.0,485066000.0,363516000.0,498672000.0,348442000.0,219518000.0,157005000.0,118028000.0,274929000.0,181817000.0,182850000.0
568,total tax credits,$,2006,1136816000.0,6488605000.0,5002570000.0,5029370000.0,3840069000.0,3461726000.0,3237118000.0,2919930000.0,2513493000.0,2105906000.0,3234836000.0,2368665000.0,1711141000.0,1133712000.0,733902000.0,1465678000.0,581118000.0,363818000.0
569,"charitable, cultural, ecological and gov donations",$,2006,0.0,12330000.0,66194000.0,165696000.0,265409000.0,328837000.0,375083000.0,418986000.0,418376000.0,416968000.0,734940000.0,709037000.0,587209000.0,446742000.0,356023000.0,951212000.0,694976000.0,2272550000.0
570,Donations &amp; gifts,$,2006,0.0,2936000.0,16682000.0,41856000.0,69250000.0,87144000.0,100051000.0,113043000.0,113326000.0,113566000.0,200591000.0,195092000.0,161746000.0,123359000.0,98983000.0,266372000.0,197133000.0,655856000.0
571,total federal non-refundable tax credits,$,2006,1136816000.0,6491541000.0,5019253000.0,5071226000.0,3909319000.0,3548870000.0,3337169000.0,3032974000.0,2626819000.0,2219472000.0,3435427000.0,2563757000.0,1872887000.0,1257071000.0,832885000.0,1732049000.0,778251000.0,1019675000.0
572,basic federal tax,$,2006,3280000.0,23571000.0,318833000.0,1006385000.0,1880138000.0,2780643000.0,3672513000.0,4263936000.0,4676657000.0,4864860000.0,9638986000.0,9188759000.0,8132224000.0,6327989000.0,4746161000.0,12756374000.0,9139654000.0,22620227000.0
573,federal dividend tax credit,$,2006,1540000.0,18307000.0,25502000.0,41075000.0,51025000.0,71387000.0,88219000.0,126719000.0,122844000.0,127192000.0,213135000.0,220948000.0,198605000.0,174922000.0,142478000.0,548752000.0,530794000.0,1829578000.0
574,CPP contributions on self-employment,$,2006,363000.0,51177000.0,99444000.0,126358000.0,139836000.0,138214000.0,131375000.0,126620000.0,118206000.0,90814000.0,128488000.0,98279000.0,66736000.0,50731000.0,39758000.0,111994000.0,79973000.0,68900000.0
575,net federal tax,$,2006,3280000.0,25843000.0,319607000.0,1003908000.0,1873156000.0,2771006000.0,3657665000.0,4246572000.0,4654571000.0,4842863000.0,9587572000.0,9141805000.0,8096638000.0,6290416000.0,4711773000.0,12634228000.0,9032684000.0,22277862000.0
576,net provincial or territorial tax,$,2006,1853000.0,4070000.0,55005000.0,407583000.0,659678000.0,1071141000.0,1397314000.0,1698055000.0,1865040000.0,1937359000.0,3870206000.0,3657584000.0,3329015000.0,2660890000.0,2003321000.0,5610558000.0,4036984000.0,10136139000.0
577,total tax payable,$,2006,5497000.0,81091000.0,474091000.0,1537862000.0,2673727000.0,3981912000.0,5186405000.0,6071689000.0,6637817000.0,6871501000.0,13627600000.0,12981508000.0,11624313000.0,9142015000.0,6878402000.0,18684505000.0,13318630000.0,32605956000.0
578,number of taxable returns,$,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,number of non-taxable returns,$,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,total number of returns,$,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,employment income,$,2007,121143000.0,9235004000.0,11836312000.0,16326615000.0,20303399000.0,24576360000.0,31516953000.0,35372476000.0,36453317000.0,35992465000.0,66883764000.0,60481921000.0,52529320000.0,42261457000.0,29091553000.0,67996019000.0,34971969000.0,58185865000.0
582,commissions (from employment),$,2007,607000.0,28589000.0,40476000.0,76171000.0,136106000.0,156522000.0,215484000.0,283368000.0,270343000.0,293232000.0,633040000.0,674588000.0,675581000.0,611934000.0,609289000.0,2209780000.0,2029849000.0,4250984000.0
583,other employment income,$,2007,9355000.0,404395000.0,352679000.0,387059000.0,444181000.0,471935000.0,602900000.0,474332000.0,449046000.0,399859000.0,708924000.0,527442000.0,450351000.0,382126000.0,318805000.0,984537000.0,813993000.0,3231967000.0
584,Old Age Security Pension,$,2007,11226000.0,795692000.0,3337988000.0,5269543000.0,3044678000.0,2065774000.0,1872376000.0,1529895000.0,1102401000.0,851381000.0,1153311000.0,758569000.0,533577000.0,341568000.0,211212000.0,434765000.0,220936000.0,144644000.0
585,CPP or QPP benefits,$,2007,24059000.0,1436745000.0,2813198000.0,5735867000.0,4345093000.0,3306101000.0,3107272000.0,2634322000.0,2012012000.0,1600977000.0,2235019000.0,1433265000.0,1004310000.0,648835000.0,404812000.0,829395000.0,427181000.0,276840000.0
586,other pensions or superannuation,$,2007,6463000.0,116959000.0,332568000.0,1183372000.0,2364267000.0,3090898000.0,4104754000.0,4732383000.0,4804503000.0,4451058000.0,7227719000.0,5065900000.0,3941751000.0,2531510000.0,1729145000.0,3770594000.0,2045319000.0,1354687000.0
587,Universal Child Care Benefit,$,2007,11520000.0,792124000.0,258477000.0,199055000.0,184413000.0,154709000.0,139875000.0,119275000.0,87455000.0,78182000.0,99629000.0,58645000.0,38646000.0,22734000.0,12034000.0,19358000.0,6126000.0,2173000.0
588,EI benefits,$,2007,12281000.0,607108000.0,1276722000.0,1731065000.0,1994039000.0,2086486000.0,1587719000.0,1188710000.0,910195000.0,668215000.0,780725000.0,400202000.0,224316000.0,108122000.0,65609000.0,91786000.0,19955000.0,6739000.0
589,taxable amount of dividends,$,2007,6957000.0,88903000.0,124906000.0,216107000.0,343478000.0,390017000.0,579379000.0,819664000.0,827933000.0,865453000.0,1633075000.0,1576843000.0,1641001000.0,1286695000.0,1122741000.0,4391325000.0,4365368000.0,15028833000.0
590,interest and other investment income,$,2007,30160000.0,693440000.0,789382000.0,1595981000.0,2108702000.0,2073246000.0,2169443000.0,2352490000.0,1934848000.0,1714038000.0,2917594000.0,2380886000.0,2093624000.0,1612869000.0,1181436000.0,3155409000.0,2459427000.0,5460517000.0
591,net rental income,$,2007,-93524000.0,43615000.0,110244000.0,104427000.0,140677000.0,136771000.0,96280000.0,85710000.0,106751000.0,85321000.0,149965000.0,115268000.0,95570000.0,96012000.0,89072000.0,256714000.0,288569000.0,941858000.0
592,taxable capital gains,$,2007,38117000.0,195453000.0,184752000.0,230297000.0,327010000.0,333109000.0,429293000.0,424136000.0,408021000.0,476134000.0,839680000.0,858957000.0,845385000.0,773665000.0,626991000.0,2474592000.0,3037208000.0,12306281000.0
593,RRSP income,$,2007,20331000.0,276513000.0,299587000.0,378584000.0,433355000.0,498310000.0,565671000.0,615298000.0,584786000.0,585115000.0,975661000.0,841910000.0,722381000.0,481046000.0,357770000.0,952103000.0,646229000.0,596823000.0
